,title,review,star,Product,polarity,subjectivity
33,Great for my mom,"Perfect for my Mom, who is in a memory care residence. I like that there is no design, as I didn't want my mom to feel self conscious.",5.0 out of 5 stars,soupindependenceplastic.csv,0.55,0.75
34,COULDN'T DO WITHOUT IT!,Mom uses this cup to drink all her cold fluids.  She can easily see what is in it and lift it to drink with no problem.  She doesn't always use both hands but can easily lift it with one hand if it is not too full.  This purchase was to replace one that was cracked.  I purchased the two pack so I would always have a back up.  Thanks great product.  Delivered in a timely fashion.,5.0 out of 5 stars,soupindependenceplastic.csv,0.23095238095238096,0.5952380952380952
35,Helpful for independence,Very nice solution,5.0 out of 5 stars,soupindependenceplastic.csv,0.78,1.0
36,These are perfect for our needs,"These are perfect for our needs.  My husband has Parkinsons Disease and they are perfect for him to drink liquids from.  So far he doesn't need the lids, but glad to have them if and when he does.",5.0 out of 5 stars,soupindependenceplastic.csv,0.65,1.0
37,Wonderful!,I buy these for my 93 year old mother-in-law who loves them.  She can safely drink her morning coffee or cool beverages without worries of spilling.,5.0 out of 5 stars,soupindependenceplastic.csv,0.31666666666666665,0.45
38,Great cups!,"Perfect for my disabled husband, he has a hard time reaching for drinks & spilling.",5.0 out of 5 stars,soupindependenceplastic.csv,0.16944444444444443,0.6138888888888889
39,Easy to hold as I broke both arms & use daily.,I have 8 of these cups & use them everyday.,5.0 out of 5 stars,soupindependenceplastic.csv,-0.2,0.6
40,Grandma loves her two handled cup,"Easy to clean/ use, Grandma likes the two handles so she can hold it steady on her own to drink water & Juice",5.0 out of 5 stars,soupindependenceplastic.csv,0.39999999999999997,0.7777777777777778
41,Easy to use!,My mother has a frozen shoulder on one side and weakness in the other arm and was constantly spilling liquids on herself and others sitting with her. This cup has given her back the ability to drink without spilling and that has helped to boost her self esteem back up.,5.0 out of 5 stars,soupindependenceplastic.csv,-0.03125,0.17708333333333331
42,Satisfied,"Helped my mother with deformed hands caused by arthritis. Quick shipping, dishwasher safe.",4.0 out of 5 stars,soupindependenceplastic.csv,0.41666666666666663,0.5
43,Functionality,The lids are very tight which has made it  difficult to open. Being that they were purchased for a person with a disability this has made it even more difficult. Other than that the product is great and it has served its purpose.,4.0 out of 5 stars,soupindependenceplastic.csv,-0.008163265306122451,0.6423469387755103
44,"These ""sippy cups "" work great for my mom","These ""sippy cups "" work great for my mom. They do not leak, are safe in the dish washer and the microwave.",5.0 out of 5 stars,soupindependenceplastic.csv,0.65,0.625
45,The product doing the job,"Easy to handle. I do not like my reviews changed. The product is ok, but the seller doesn't need to add or change.",5.0 out of 5 stars,soupindependenceplastic.csv,0.4666666666666667,0.6666666666666667
46,Great for anyone having a problem holding cup with one hand.,Light and secure to hold.,5.0 out of 5 stars,soupindependenceplastic.csv,0.4,0.6499999999999999
47,Good for anyone who has trouble holding their cup steady.,The two handles give added support and balance to the cup. My mother is in Alzheimer’s care and the nurses suggested I get this for her. It’s really helped limit spills.,5.0 out of 5 stars,soupindependenceplastic.csv,0.2,0.2
48,"Great cup, but eventually cracks",These cups work great for use with my Mom and have been approved by her speech therapist. The handle size is perfect. The disappointing issue is the fact that the cups will crack over time. I did not put any in the dishwasher this time and we still only made it about 2 and a half months before the cracks started. I then have to throw them away.,3.0 out of 5 stars,soupindependenceplastic.csv,0.2066666666666667,0.7233333333333334
49,Amazing cups for Alzheimer’s patients,My late stage Alzheimers mother has enjoyed using these cups and they stopped her from being able to open up the cup to add unexpected things to her drinks.  Fantastic product!!,5.0 out of 5 stars,soupindependenceplastic.csv,0.23749999999999996,0.7208333333333333
50,as advertised,extra covers are more for me to deal with,4.0 out of 5 stars,soupindependenceplastic.csv,0.25,0.3
51,Adult sipping cup,Father is paralyzed whole right side. These are easy for him to use.,5.0 out of 5 stars,soupindependenceplastic.csv,0.30634920634920637,0.5896825396825397
52,Easy to use,Thank you for a quality product,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
53,Very stable,My mother can drink by herself and the flow is not too fast.  I love the stabilizing base!,5.0 out of 5 stars,soupindependenceplastic.csv,-0.10000000000000002,0.7333333333333334
54,Just what we needed!,So easy for my husband to handle.,5.0 out of 5 stars,soupindependenceplastic.csv,0.43333333333333335,0.8333333333333334
55,It didn't leak,I used this cup for elderly. I wanted a light weight cup with a handle. This did the job. It didn't leak either.,5.0 out of 5 stars,soupindependenceplastic.csv,0.4,0.7
56,Not leak proof,Its a great cup but if cup tips over it spills,4.0 out of 5 stars,soupindependenceplastic.csv,0.8,0.75
57,Clear and easy to hold cup,Easy to hold and light weight.,5.0 out of 5 stars,soupindependenceplastic.csv,0.4166666666666667,0.7666666666666666
58,Quality product,A must have for someone with arthritic hands,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
59,Great Cup,"Purchased 2 for my mother in assisted living; one for her room and one to leave in the dining area.Perfect size, lightweight, durable.She likes it!!",5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
60,Great Design,This is perfect for my Mom with dementia. This has helped get fluids in her because it's easy to handle.,5.0 out of 5 stars,soupindependenceplastic.csv,0.7166666666666667,0.9166666666666667
61,Not dropping them,Very happy with them,5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
62,Spillproof,My wife was spilling everything on her and now that we have these cups that problem has been eliminated. We love the cups.,5.0 out of 5 stars,soupindependenceplastic.csv,0.5,0.6
63,Great product!,"These cups are perfect for my 90 year-old, bed-ridden grandmother who receives 24/7 care in her home. They are the perfect size and fit for her hands and the 2 different lids are just what we were looking for.",5.0 out of 5 stars,soupindependenceplastic.csv,0.6,0.75
64,Great product,My father has Parkinson’s disease and it works perfectly for him,5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
65,Excellent product,I love this product for a family who has essential tremors and Alzheimer’s. It’s perfect. Thank you!!!,5.0 out of 5 stars,soupindependenceplastic.csv,0.5,0.6333333333333333
66,Drinking Cup,Its great for my elderly mom and easy for her to drink but their is just one little problem. I did find that as she is drinking their is an little leakage.,4.0 out of 5 stars,soupindependenceplastic.csv,0.21458333333333335,0.6458333333333334
67,It works,I was very happy to with product,5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
68,Cups,Great product,5.0 out of 5 stars,soupindependenceplastic.csv,0.8,0.75
69,Punches above it's weight,I'd rather buy this again than anything you'd get in walmart or bestbuy.,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
70,Item was perfect!,Fast shipping. Item was perfect! Thanks,5.0 out of 5 stars,soupindependenceplastic.csv,0.4666666666666666,0.6
71,Never again.,Took forever to come. The extra lids I purchased don't fit. All in all a bad purchase.,1.0 out of 5 stars,soupindependenceplastic.csv,-0.09999999999999994,0.38888888888888884
72,Not spill proof,These are not spill proof. You turn the cupOver the liquid runs out.,1.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
73,"Adult ""Sippy Cup"" is great!","I was very happy to find an adult ""sippy cup"" for my husband who has Parkinsons.  The two handles are very helpful and he can't spill his drink anymore!",5.0 out of 5 stars,soupindependenceplastic.csv,0.45,0.5333333333333333
74,Five Stars,great for adults who need help,5.0 out of 5 stars,soupindependenceplastic.csv,0.8,0.75
75,A great cup which was easy to use & keep clean.,Mom has dementia & this was a great solution for getting her to drink independently again.,5.0 out of 5 stars,soupindependenceplastic.csv,0.4,0.4375
76,Easy to use,Only complaint is the ability to remove lids.,3.0 out of 5 stars,soupindependenceplastic.csv,-0.15,0.6
77,A little Independence regained.,At 99 mom has a hard time drinking from a glass or cup. With two handles she can have some independence and have a drink whenever she wants. 😍,5.0 out of 5 stars,soupindependenceplastic.csv,-0.04583333333333334,0.3208333333333333
78,BPA free and the cup has measurements for 8 oz,Clear BPA free and gives measurements to know how much has been consumed.  Using it for my daughter that has had a stroke and unable to use right side.,5.0 out of 5 stars,soupindependenceplastic.csv,0.09714285714285713,0.4838095238095238
79,Great product,Perfectly Suited for adaptive needs,5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
80,"Ok, but not great.","Hoping for product similar to kids non spill cups.  Not the case here.  Ok, but not as expected.",3.0 out of 5 stars,soupindependenceplastic.csv,0.13333333333333333,0.43333333333333335
81,Great for seniors,My mum loves them,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
82,My second purchase,My handicapped son can handle these very easily.,5.0 out of 5 stars,soupindependenceplastic.csv,0.5633333333333334,1.0
83,Perfect for someone who shakes,Perfect for someone who shakes,5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
84,Works well,Works well for people with involuntary movements,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
85,It leaks when tipped,I thought it would be more spill resistant not really what I needed,5.0 out of 5 stars,soupindependenceplastic.csv,0.2,0.35
86,Worth it,Great for elderly people,5.0 out of 5 stars,soupindependenceplastic.csv,0.8,0.75
87,Life Saver,My grandma recently had a mild stroke.  This product made it easier for her to drink her favorite liquids.,5.0 out of 5 stars,soupindependenceplastic.csv,0.27777777777777773,0.5833333333333334
88,Easy to hold,Light weight,5.0 out of 5 stars,soupindependenceplastic.csv,0.4,0.7
89,Awesome,My father has parkinson's and these cups really help him!,5.0 out of 5 stars,soupindependenceplastic.csv,0.25,0.2
90,Perfect for adults.,"Liked that the cup had two different lids,  big, flat  base, and appropriate style for adults.",5.0 out of 5 stars,soupindependenceplastic.csv,0.045833333333333316,0.5208333333333334
91,Double handles,"Loves it, it was perfect",5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
92,easy to use,great product  for handy cap person to use,4.0 out of 5 stars,soupindependenceplastic.csv,0.7,0.825
93,Great for people who have diminished hand function.,"My brother in law has CP, and the cup is perfect for him!! Thank you!",5.0 out of 5 stars,soupindependenceplastic.csv,1.0,1.0
94,Good,"I love it, very security",5.0 out of 5 stars,soupindependenceplastic.csv,0.35,0.44999999999999996
95,The cup is lightweight Plus can see through it so you know have more or not,I was really surprised at the Quality and durableness so far and I also gave one as a gift to a friend I look forward to using it cuz it's lightweight easy to drink thank you very much,5.0 out of 5 stars,soupindependenceplastic.csv,0.22333333333333333,0.7483333333333333
96,Three out of the four we purchased developed leaks in the bottom,"I purchased 4 of them and within a month 3 of the 4 developed leaks in the bottom. Slow leaks from cracks. Making them worthless. It is too late to return them. They are easy to hold, and until three out of 4 developed leaks I was happy with them",1.0 out of 5 stars,soupindependenceplastic.csv,0.004761904761904761,0.6190476190476192
97,Perfect for elderly people and for young children!,"These mugs were purchased for my 93 year old mother who has difficulty gripping her drinking glasses that have no handles. They are very lightweight, and have large handles on both sides of the cup. One ot the covers has an opening for a straw. The other cover has more of a sippy snout.  She uses the other cup for rinsing her moth after brush brushing her teeth. Yes, she still has all her teeth!",5.0 out of 5 stars,soupindependenceplastic.csv,0.17614795918367346,0.4540816326530613
98,handy little cup,"I got these for the two handles that make them easier for my mother to hold steady. The built in sippy straw on the lid is a little too small which was disappointing, but I can put some pureed things in it without the lid (nothing hot or too much fluid) and she can hold it easily to eat out of it with a spoon, and can switch hands easily if needed.  Nice and lightweight and the small size is manageable.",4.0 out of 5 stars,soupindependenceplastic.csv,0.059583333333333335,0.6116666666666667
99,Perfect for my disabled daughter,"Bought these for my 5 year old with disabilities. After a small adjustment from tiny little kid sippy cups, she loves this. It comes with two different lid types, one with a spout but no spill control, and the other a sunken lid, like a travel coffee mug. The wide base makes it easier for her to set it down on multiple surfaces, such as the couch or her bed without it spilling. All in all, 10/10 would buy again.",5.0 out of 5 stars,soupindependenceplastic.csv,-0.13800505050505052,0.4330808080808081
100,My mom is loving these!,"Finally, a cup my 95-year-old mom can drink from without dribbling (she only has a few teeth).  These cups are just wonderful.  Be careful not to heat the liquid too hot, not because of cup durability, but because an older person might want to drink it when it's too hot and potentially scald themselves.  The cups are very easy to use and clean.  I would highly recommend them!  We are hand-washing to avoid potential scuffing of the cups.",5.0 out of 5 stars,soupindependenceplastic.csv,0.19205128205128208,0.7979487179487178
101,Helpful for stroke patient,"My family member suffered a severe stroke that paralyzed the dominant side of his body.  If your loved one, like mine, cannot swallow without liquid going down the windpipe-- leading to pneumonia, etc.-- then this cup will help him/her to drink fluids independently.  The cup comes with two sipping options (holes/one bigger hole) and your loved one can choose the one that works.",5.0 out of 5 stars,soupindependenceplastic.csv,0.24888888888888888,0.5027777777777779
102,Most helpful,I bought these cups for one of our Sisters who has parkinson's and has difficulty drinking from a cup.  I heard from a friend about these cup and decide to get them. They work perfectly and our Sister is very happy that she can hold them and drink for them with very little assistance.,5.0 out of 5 stars,soupindependenceplastic.csv,0.5854166666666667,0.8833333333333333
103,Excellent teaching tool,This has been great teaching our adult mentally challenged son to drink by himself.  It cane used either with a straw or with the sippy cup top.  It appears to be almost indestructible as he has dropped it several times and hasn't broken yet.,5.0 out of 5 stars,soupindependenceplastic.csv,0.15,0.35833333333333334
104,They get the job done.,"They are clear so you can see what remains and go through the dishwasher well, Lids a bit hard to take on and off — guess that makes them leak free. I bought a second set for my husband because they always seemed to be in the dishwasher.",5.0 out of 5 stars,soupindependenceplastic.csv,0.05208333333333334,0.43125
105,For Daddy 💜,"My dad has Parkinson's Disease and these cups came in perfectly handy. They remind me of the children's sippy cups, he can handle all of his beverages without spills. It helps him so much, he doesn't feel like he's losing all of his independence. I liked them so much this was my 2nd order!",5.0 out of 5 stars,soupindependenceplastic.csv,0.31999999999999995,0.42000000000000004
106,Don’t waste your money!,This product is useless. It is described as “spill proof”. It definitely is NOT spill proof. It has a dipping spout which is great but it also has a hole for a straw (no straw included). Why would you need both? The drink pours out of the straw hole when the sipping spout is used. There’s no way to close it. This product is described as being for adults. That is the reason I purchased. It is useless for my disabled husband. Complete waste of my money!,1.0 out of 5 stars,soupindependenceplastic.csv,-0.07857142857142856,0.33571428571428574
107,WORKS EXACTLY AS DESCRIBED,"I bought these to give one away as a joke for my friend's sixtieth birthday party...but I kept the other one for me! They seal tightly so be aware of that...a bit difficult to get the top off...don't push TOO hard. I like it for occasional use...keeps you from gulping air. I actually put Sangria in mine and it lets me sip on the wine without overdoing it...joking, but still TRUE.",5.0 out of 5 stars,soupindependenceplastic.csv,0.01901041666666666,0.4427083333333333
108,Non-tipping cups,"These are being used by someone with Parkinson's Disease.  He likes the two handles, the lightness,  and the wide base.  These cups seem to help someone who has a hand tremor.",5.0 out of 5 stars,soupindependenceplastic.csv,-0.45,0.7
109,great product,I am an occupational Therapist in a Nursing home and use this adaptive equipment to increase my clients independence with drinking fluids,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
110,Easy to handle for our disabled daughter,"We bought this mug for our daughter, who is severely disabled and has trouble holding on to cutlery or drinking devices. This works great for her.",5.0 out of 5 stars,soupindependenceplastic.csv,0.13333333333333333,0.4166666666666667
111,Best Mug!,"These are the best little mugs!!! My mom has arthritic hands and these are PERFECT for her. Lightweight, easy to hold, small, but not too small...just right! I highly recommend. Would definitely purchase again. She loves them!",5.0 out of 5 stars,soupindependenceplastic.csv,0.29178315662202386,0.5761309523809524
112,Good product,I bought these for my dad because he has swallowing problems and is at risk for aspiration. He is also left handed. It's has handles on both sides and he loves it.,4.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
113,Great Cups,These cups are good if you have an elderly parent with familial tremors. They allow one to drink without spilling the contents.,5.0 out of 5 stars,soupindependenceplastic.csv,0.7,0.6000000000000001
114,Great product!,"Works well for my father-in-law. It does not leak. The handles are large, and he is able to pick it up easily.",5.0 out of 5 stars,soupindependenceplastic.csv,0.3825396825396825,0.628968253968254
115,Works,"Very stable and easy to hold for advanced Parkinson’s patient. Lid is hard to get off when caregivers are filling, cleaning.",4.0 out of 5 stars,soupindependenceplastic.csv,0.18541666666666662,0.56875
116,Easy for client to hold,Good cup for elderly person but cracked and leaked within three months,3.0 out of 5 stars,soupindependenceplastic.csv,0.7,0.6000000000000001
117,Great purchase,This is a purchase for my father who has visible tremors.  It is a very helpful item.,5.0 out of 5 stars,soupindependenceplastic.csv,0.2,0.3
118,Great!,These cups work great for my father who has Parkinson's.  He can drink without spilling because his hands are shaky.  Thank you for a great product.,5.0 out of 5 stars,soupindependenceplastic.csv,0.4222222222222223,0.6666666666666666
119,lightweight - easy to hold for old arthritic hands,"My 96 year old mom is recovering from a fall.  When I saw the nursing home using sippy cups, I ordered them for her to use when she came home.  Zip from the blender into the cup, snap on the lid, and ready to drink!",5.0 out of 5 stars,soupindependenceplastic.csv,0.175,0.35
120,Cheap junk.,It's just a cheap thing. Not really usable,1.0 out of 5 stars,soupindependenceplastic.csv,0.15000000000000002,0.44999999999999996
121,Parental Tippy Cup,My dad is a chronic spiller of anything liquid.  This cup REALLY  HELPS!,5.0 out of 5 stars,soupindependenceplastic.csv,0.25,0.2
122,I added a stainless steel straw to the air hole.,My husband couldn't remember to tip the cup to drink out of the sippy cup so I added a straw and he is loving the cup.,5.0 out of 5 stars,soupindependenceplastic.csv,0.6,0.95
123,Good product. Simple and helpful,Used by someone with deteriorating hand function. First purchase lasted quite awhile with some ‘rough handling.’ One finally came apart at handle attachment. Very helpful product. Simple design easy to use and clean.,4.0 out of 5 stars,soupindependenceplastic.csv,0.16428571428571428,0.5605442176870749
124,Helpful,This cup is for a 93 year old woman with arthritic hands it works for her,5.0 out of 5 stars,soupindependenceplastic.csv,0.1,0.2
125,high price for plastic cups,lids are leak resistant but difficult to put on and remove,2.0 out of 5 stars,soupindependenceplastic.csv,-0.5,1.0
126,Perfect and easy for a Grandpa with numb hands,Grandpa uses them daily for his coffee. He had numb hands and these are perfect as he drops cups a lot.,5.0 out of 5 stars,soupindependenceplastic.csv,0.13333333333333333,0.6666666666666666
127,Top Quality Sipping Cup with Handles for Adults,"High quality cup with a tight seal. For sipping, but straw can also be inserted in hole in top. Large handles. Easy to use and secure. A real bargain.",5.0 out of 5 stars,soupindependenceplastic.csv,0.24700680272108846,0.4982312925170068
128,cups work like a charm,for people with disabilities these cups really come in handy.,4.0 out of 5 stars,soupindependenceplastic.csv,0.4,0.55
129,Hard to knock them over,"I bought these for my Mom.  She has very arthritic hands.  We love the way they stay upright if tilted by accident.  She does not need the lids yet, thanks to the two handles.  So glad we purchased these!",5.0 out of 5 stars,soupindependenceplastic.csv,0.38125,0.5249999999999999
130,Poorly designed - not worth the cost.,Expensive for a cheap piece of crap. The Lids are so difficult to get on and off - they are not screw-ons! But should be for the price.,1.0 out of 5 stars,soupindependenceplastic.csv,-0.38125,0.8
131,Works great,Would definitely buy again,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.5
132,Exactly as described.,Used for 91 yr old father who recently developed grasping difficulties as well a swallowing issues.  Worked just fine.,5.0 out of 5 stars,soupindependenceplastic.csv,0.20555555555555557,0.3333333333333333
133,Perfect for those with Parkinson's or dementia.,"High quality, clear plastic with two side handles and a sipper lid.",5.0 out of 5 stars,soupindependenceplastic.csv,0.13,0.4616666666666666
134,They work for him.,Easy for elderly hands to hold and control.,5.0 out of 5 stars,soupindependenceplastic.csv,0.43333333333333335,0.8333333333333334
135,Easy to grip,Great set of mugs one for the bathroom one for the kitchen.,5.0 out of 5 stars,soupindependenceplastic.csv,0.8,0.75
136,Highly recommend,Great products for the elderly.  Especially ones with Parkinsons,5.0 out of 5 stars,soupindependenceplastic.csv,0.4,0.875
137,great cup,excellent design.  well constructed.  very helpful.  thanks.,5.0 out of 5 stars,soupindependenceplastic.csv,0.4666666666666666,0.5
138,Safe Cups,My husband feels more confident with his tea and coffee because of the stability holding the cup.  Thank you!,5.0 out of 5 stars,soupindependenceplastic.csv,0.5625,0.6666666666666667
139,A great adult sippy cup.,A great adult sippy cup.,5.0 out of 5 stars,soupindependenceplastic.csv,0.45,0.525
140,The ease of using these cups with Alzheimers/Dementia patients is awesome !,Alzheimer/Dementia patients that I care for.,5.0 out of 5 stars,soupindependenceplastic.csv,0.0,0.0
0,Helped make it safer to drink.,"We had to help my Aunt drink all liquids with a teaspoon...this cup allowed us to dial the amount of liquid, allowed for HOT liquids and SHE could hold the cup via either one or both handles.  That allowed her a small bit of  independence!",5.0 out of 5 stars,soupirije.csv,-0.03125,0.625
1,Works as advertised,"Wife has dysphagia problems and this device measures an amount of fluid that she can tolerate without chocking.  The plugs allow for various liquid thickness, which is important if thickener is needed.  I am happy I found this device and I recommend it.  My wife can not drink from it and has to use a straw.  I taped the straw to the cup and she can use it with no difficulty.",5.0 out of 5 stars,soupirije.csv,0.30000000000000004,0.65
2,Leaks!!!,"This cup has a small hole on the bottom and it leaks. I have to Pay to ship this defective cup back to them to get another, no thank you. Way Too Expensive for a cup that leaks!!!!",1.0 out of 5 stars,soupirije.csv,-0.4166666666666667,0.3666666666666667
3,Holds only a few ounces of liquid,This is only good for someone in terrible condition.  It holds a very small amount of liquid.  My husband has a choking neurological disorder and he still needs liquid.  You would need to replenish this every few minutes.,1.0 out of 5 stars,soupirije.csv,-0.16499999999999998,0.644
4,Life changer!,It works wonderfully for my granddaughter who has swallowing difficulty.  Highly recommend it! Wish we had ordered it years ago!,5.0 out of 5 stars,soupirije.csv,0.625,0.77
5,One Star,Never could get it to work properly. Returned it.,1.0 out of 5 stars,soupirije.csv,0.0,0.1
0,Good option for person with swallowing/head tilting problems,"I bought one of these for my mother who suffers from a Parkinson's type disease called PSP (Progressive Supranuclear Palsy) and has increasing difficulties with swallowing. She has limited use of one hand, so the big handle and weighted bottom are a plus. She cannot tilt her head up at all, and relies on a straw/sippy cup for liquids, so this mug allows her to drink coffee or other beverages more normally and is working fine so far. We bought the green one for juice. However, as things progress I can see that the cup won't work if the amount of liquid that comes out needs to be controlled; that's probably why one reviewer here said it didn't work for a person with Dysphagia. I can see we'll need to move to a portion-control type cup sometime soon. Note we have not had any problems with staining or breakage. Wash them both on the top rack of the dishwasher, and they are both used daily.",4.0 out of 5 stars,soupiweightedbase.csv,0.06093073593073594,0.4334415584415584
1,"She has very painful hands, wrist","I bought this mug to help my 80 year old mom who suffers from severe arthritis. She loves the handle because the grip is large enough to put all four fingers through, no finger strength or balance is required.  The bottom of the mug is weighted which helps keep the mug level when raised to the mouth.  She has very painful hands, wrist, shoulder joints as well as a tremor.  She can swallow just fine so the name dysplasia cup doesn't do it justice.  This mug is excellent for RA and Parkinson's, and the curve of the lip works perfect. The user can enjoy any hot or cold beverage in control without spills.",5.0 out of 5 stars,soupiweightedbase.csv,0.11554112554112556,0.698051948051948
2,This is a good cup for my 92 year old dad who can't ...,This is a good cup for my 92 year old dad who can't tip his head back very far anymore. He needed a cup for his coffee that he can use and not pour all over himself. This works very well. There aren't many options for coffee cups and I'm thrilled I found this!!,5.0 out of 5 stars,soupiweightedbase.csv,0.36678571428571427,0.4714285714285714
3,Dysphagia Cup,"This is a good example of considered industrial design. Its shape makes the use by patients easy. Careful design allows draining of the cup contents without the need to tilt the head back excessively. This feature helps to reduce the possibility of the contents ""going down the wrong way"".The base is thicker than the rest of the cup.This puts mass where it is needed to stabilize the cup.The handle adds  to the stability being part of the base; it is also wide enough to provide a firm grip.The cup is also dishwasher friendly although it requires careful placement to fit in our machine.We purchased almond and green cups.Both colours are satisfactory, however if we were going to buy again we would probably purchase almond.This is because we cannot see that the more expensive green cup offers anything for the extra money.Almed's delivery was prompt and the packaging was suitable for safe transit.",5.0 out of 5 stars,soupiweightedbase.csv,-0.015096618357487917,0.564009661835749
4,Excellent cup for those that need help with drinking.,"Sturdy plastic cup that won't tip over, thanks to the weighted bottom and large grip handle. I was skeptical of the oval shape, but my mother has no problem drinking from it. Almost didn't buy it because of the price, but it has proved to be worth the investment.",5.0 out of 5 stars,soupiweightedbase.csv,0.05357142857142856,0.30714285714285716
5,Great Product,Thank you for this cup.  My mother had a stroke and this prevents spilling the drink over her; as well as kept the fluid in the right direction to prevent choking.,5.0 out of 5 stars,soupiweightedbase.csv,0.14285714285714285,0.31785714285714284
6,Great cup,Great cup for people like my husband who had a stroke and was having trouble drinking.  It was a save for us.  I love it..Thank you for this product,5.0 out of 5 stars,soupiweightedbase.csv,0.3666666666666667,0.5166666666666666
7,Love them,Love them - wish I could have ordered other than almond.  Very easy for my husband to drink out of.,5.0 out of 5 stars,soupiweightedbase.csv,0.31277777777777777,0.6583333333333333
8,tippy,"Cup seemed like it would tip over easily, returned.  Plastic felt kind of cheap.",2.0 out of 5 stars,soupiweightedbase.csv,0.4777777777777777,0.8111111111111112
9,Two Stars,First time it was washed (by hand no less) it chipped on the base.,2.0 out of 5 stars,soupiweightedbase.csv,-0.15555555555555559,0.4666666666666666
10,Alternative version,"here's how to make  an alternate version:  I did not actually purchase this product, but the design made good sense to me.  Both my father and a good friend  of mine are stroke victims who have great difficulty drinking from a cup.  my friend has had aspirational pneumonia as a result.  you probably know that the trick is to keep your chin down when you swallow, but if your chin is down the cup hits your forehead before you can  get much fluid in your mouth.  The solution is a cup with one side higher than the other - a dysphasia cup.  you drink from the tall side, and the low opposite side allows you to keep your chin down while drinking.  I was looking for a low cost alternative to the relatively expensive cups I've found online.  I tried several things, but what worked best was also the easiest and least expensive to make.Here's what I did:1. Purchased some tall flexible plastic cups at the dollar store (3 for $1)2.  Used a pair of heavy duty scissors to cut the rim at an angle so that  one side of the cup was about. 1 1/2 inch higher than the opposite side.  I cut it a little at a time to get a nice even line that sloped from one side to the other.3.  Used fingernail files, 0000 sandpaper, and finally a nail buffer to smooth the edges that I had just cut.  I was able to get them perfectly smooth.The first cup took about 10 minutes to make, but once I had a pattern, the others took less than 5 minutes at a total cost of about $0.35  each.The proof was in the pudding - I took them to my friend who used them and said it made drinking much easier and he now drinks a lot more water than before.  SCORE!",5.0 out of 5 stars,soupiweightedbase.csv,0.14633838383838382,0.42626262626262623
11,A Great Find,"I bought a couple of these cups for my father in law who has ALS and they have been a life saver. He's not able to pick a normal glass coffee cup because of the weight or the size so this has been a great alternative. The handle is nice and wide so he's not trying to squeeze his hand in there. It's lightweight, but weighted at the bottom enough that it doesn't tip easily. The design of the cup is also nice because there's a wide rim so that his nose fits right on in there and he doesn't have to lean his head back while trying to hold the cup of coffee. Truly a great product for anyone with disabilities.",5.0 out of 5 stars,soupiweightedbase.csv,0.26825396825396824,0.6203373015873016
12,Too heavy for this ALS patient,"The cup was fine. Unfortunately it turned out to be too heavy for my father, who has ALS, to lift. The weight had concerned me but I saw a few other reviews that said it worked well for a user who has ALS. It's likely their arm strength was greater than my dad's so it was a no go for me.The same design without the weight would be perfect for him, as it would allow him to drink without tilting his head too far back.",3.0 out of 5 stars,soupiweightedbase.csv,0.09015151515151515,0.5545454545454546
13,A helpful item for Parkinson's and PSP patients.,"Very stable cups.  Helpful for those who can't tilt head back.  My father uses them and benefits from the large handle.  Easy to clean, dishwasher safe haven't broke after dropping several times.  $22 (or so) may seen like a lot for a plastic/acrylic cup, but after the first time using one of these cups, you will want to order a couple more. Such a simple thing like a slanted cup makes all the difference.  Really helps promote hydration and reduces spillage on shirt.  My father has PSP (Progressive Supranuclear Palsy), which has similar symptoms as Parkinson's, and these cups have made it easy for him to drink.  He can't tilt his head back, as well as has problems with swallowing and aspiration, so we would keep topping off his cup/mug so that he could sip his drink without having to put his head back which would frequently cause him to choke.  Oye.  Get a couple of these mugs.  Once you use it, you'll want to have one available next time you take the person you care for out to dinner to to a friends house.",4.0 out of 5 stars,soupiweightedbase.csv,0.18934837092731832,0.34661654135338343
14,Stable and easier to handle,"This cup is designed with significant weight and balanced to promote stability.  It is not prone to being tipped over when bumped.  The handle design and weighted base are helpful when the user's hand is unsteady.The oblong shape does assist in controlling drinking and swallowing.The cup is for either hot or cold beverages, easily washed, dried, and stores on any shelf.I would recommend either the almond or blue cup for your loved one with dysphagia.",4.0 out of 5 stars,soupiweightedbase.csv,0.019791666666666652,0.7572916666666666
