title,review,star
Well worth the price for peace of mind.,"This cup has really made a difference for my father. And also for me because he rarely coughs when drinking liquids an now I don't worry as much about him choking on what ever it is that he's drinking. Professional quality,Great design, Seals tight with no leaking. Its tuff an durable like Tupperware. Dad's dropped it several times an the lid never came off, but it easy to remove an put back on. I'm sure it will last an very long time.",5.0 out of 5 stars
SAVE YOUR MONEY-DON'T BUY THIS!,"This was an expensive FAILURE! I was TRYING TO FILL this EXPENSIVE CUP with water on the FIRST DAY and the handle slipped off, the cup hit the tile floor and broke! I IMMEDIATELY wrote a note to Amazon, they got right back to me and I never did hear from the company I ordered it from. It is an item I can't even return! This product was a total waste of my money and time!",1.0 out of 5 stars
A great drinking utensil,"My husband uses this cup for all of his drinks due to COPD, which was highly recommended by the speech therapist in the hospital. He loves it.",5.0 out of 5 stars
it's great for swallowing problems,"My mother has a difficult time trying to figure out how to use it; it's great for swallowing problems, not so great for confused Alzheimer's patients with swallowing problems. It was a lot of money; I wouldn't say I got my money's worth.",3.0 out of 5 stars
I recommend this product to aid in swallowing and aspiration,"As a speech language pathologist specializing is dysphagia, I recommend this product to aid in swallowing and aspiration prevention",5.0 out of 5 stars
Good health,This helps with my husbands swallowing,5.0 out of 5 stars
These are a great option for people that have dysphagia and either want ...,"I'm a speech therapist, and I occasionally order these for my patients. These are a great option for people that have dysphagia and either want to be independent with their liquids or cannot always be supervised. I really like these mugs, and they're more reasonably priced than RiJo.",5.0 out of 5 stars
Na,Love it,5.0 out of 5 stars
Perfect,Perfect,5.0 out of 5 stars
Four Stars,"Wonderful cup, but sadly the top cap is useless with nectar thickened liquids.",4.0 out of 5 stars
Her doctor recommended this as a way to stop that,I bought one cup as they are a little expensive.  It is for my sister who swallows too much at  one time and some goes down the wrong way.  Her doctor recommended this as a way to stop that.  It works and I will probably buy more now that we have tried it.,5.0 out of 5 stars
This product was exactly what I was looking for. ...,"This product was exactly what I was looking for.  It is for a developmentally delay persons, so the style design is not a problem.  It works just as it should.",5.0 out of 5 stars
Works very well,This cup helped tremendously!!!  My husband really liked using it as it allowed him to control the amount.,5.0 out of 5 stars
Works but plastic breaks very easily.,"Does what it should but breaks so easily. Knocked off bedside table once, shatters mouth piece, which is bad for something so expensive, even for therapeutic products!",3.0 out of 5 stars
There must be a better way to help people with dysphagia,"Extremely frustrating to use, 10cc is way too small for a sip. Also when the level of fluid is low, even less goes in to the dispenser part of the cup. Cant keep anybody hydrated this way. Being so expensive  we returned it.There must be a better way to help people with dysphagia.We found some children/baby cups rom Contigo (TM) with a pop-up mouth piece where the diameter of the last part of the sipping tube is much smaller. We have been training our son to take smaller sips, swallow, breathe between sips. Works most of the time, but fo the time being must keep reminding him. Should sink in over time.",2.0 out of 5 stars
Five Stars,Dispenses the perfect amount of liquid.  Found this cup preferable to thickeners.,5.0 out of 5 stars
Provale Cup 5ML,"I am on a thickened liquid regime, and the Provale  Cup 5ml was recommended by the hospital. It cost a sinificant amount and now sits in a cupboard no longer used. I would recommend it not be used where thickened regimes are in use.",1.0 out of 5 stars
and the spout that the patient drinks from is hard to get a good lip seal around it,"The lid is difficult to get on and off, (no way will most nursing home staff want to use it due to difficulty getting it off and on to clean it), and the spout that the patient drinks from is hard to get a good lip seal around it.",1.0 out of 5 stars
Five Stars,Great value and good quality,5.0 out of 5 stars
Five Stars,Works great. Dad can drink thin liquids and not choke.,5.0 out of 5 stars
Awkward to open and close. Challenging for people with ...,"Awkward to open and close.  Challenging for people with Dementia issues to learn to use, so it can lead to frustration.",3.0 out of 5 stars
May be quality of life altering for someone aspirating - ...,May be quality of life altering for someone aspirating - maintain safety with thin liquids versus thickened liquids by control of amount.,4.0 out of 5 stars
Great!,Works great!,5.0 out of 5 stars
Use a teaspoon instead!,"It does what it is meant to, however, with the need to tilt your head back to sip, it defeats the purpose in assuring liquid is going down the right pipe. in swallowing. People that have swallowing problems need to hold the liquid in their mouth and tuck their chin before swallowing. Certainly not worth the money! The handles are basically useless. The top is not real secure.",1.0 out of 5 stars
Works great,"Bought for senior client, like the handles though a little too thin for client to hold,and they tend to come off easy. Other than that great product.",4.0 out of 5 stars
Durable,"Perfect for my grandma. If she gets mad, she can throw it and nothing leaks!",5.0 out of 5 stars
Too big for an infant and too expensive,"This cup may do what it says, dispense 5cc, but it's way to big for a small childwho is having swallowing problems.  We thought the $40 was way too expensive andonly bought it because a therapist recommended it...  We'll be putting ours on EBay soon.",2.0 out of 5 stars
Don't Bother,"The cup has an incomprehensible design.  It comes partially assembled and the handles, which must be inserted are prone to cracking.  My version had one handle cracked out of the box. The plastic feels flimsy and light weight.  It is not suited for daily use.The two-handed cup is too awkward for an elderly user to handle easily. One handle is an option; but it feels as though the handle will break off.The parts do not fit together well.  The work to fill the vessel seems way too complicated for the caregiver and/or user. Out of the box, I couldn't get it together or apart without a major struggle.I returned it as damaged; but I would have returned it in any event as unsuitable for my elderly mother.The return was promptly handled as was the refund.",1.0 out of 5 stars
provale cup,Provale has provided a safe way for my family member to enjoy his favorite beverages.  It is easy for him to use and clean up is easy as well.,5.0 out of 5 stars
It's a piece of garbage!,I need to send it back. It's a piece of garbage!,1.0 out of 5 stars
Simply amazing,"If you have dysphasia – trouble swallowing – and even good efforts result in chronic coughing as your lungs struggle to keep the stuff you don't swallow out of your windpipe, this cup is amazing. It is like living in a new world.The whole point of it is to deliver to you a very small amount of liquid, I believe it is a teaspoon at 5 cc. I had thought I was being careful in taking small sips as I ate, but this measured amount is much smaller than the sips I had been taking. Result? Eating a meal – of course, very small portions of food – WITHOUT COUGHING. A change in my standard of living, and in the risk of pneumonia. Far, far more than I had expected.An additional benefit… since you are not coughing after each sip, you can take sip after sip one right after the other! NO COUGHING!!!",5.0 out of 5 stars
Poorly Made,"I purchased several of these cups and within a few months, they are all broken. Very disappointing for such an expensive and medically necessary item.",1.0 out of 5 stars
Perfect,Perfect for disabled son with feeding problems. Came quickly.,5.0 out of 5 stars
Rubbish and expensive,Expensive and rubbish! Leaks and made it harder for my mum with advanced Parkinson's disease to drink out of.,1.0 out of 5 stars
Five Stars,Ridiculously expense but good quality produce and gives the correct measure to avoid gulping.,5.0 out of 5 stars
"was advised to get this by an OT, I ...","was advised to get this by an OT, I see why they don't provide them at this price, user found it difficult, will keep trying, a lot of money for something quite 'basic'",3.0 out of 5 stars
No good for Parkinsons disease,"No good for Parkinsons disease ,asked to get it by dietician ...Total waste of money as ,can t lift and tilt mug , when you have a bad day , as movements are restricted ..Very expensive for what it is !!",1.0 out of 5 stars
Rubbish,Broke already,1.0 out of 5 stars
Five Stars,Good quality - fast delivery - very satisfied.,5.0 out of 5 stars
Three Stars,Good product but quite expensive,3.0 out of 5 stars
Provale Cups are well established for Asphygia,"Provale Cups are well established for Asphygia, but people should know how to use them. The cup cover with the lip should be at 90 degree to the cup handles. This will prevent leaks. All other contraptions on the market are not recommended for swallowing problems. This is the second one I purchased for my dad, first one was 10 cc and this one is 5 cc. For hot liquids, I use 5 cc and for water and cold juices, I use 10 cc. Will buy again.",5.0 out of 5 stars
